latitude,longitude,altitude,geometry,coordinates,@id,addr:city,addr:housenumber,addr:postcode,air_conditioning,building,name,network,operator,phone,public_transport,railway,station,subway,website,wheelchair,wikidata,wikipedia,name:kn,elevation,layer,level,name:ar,building:levels,addr:street,internet_access:fee,internet_access,name:ur,payment:cards,payment:cash,payment:coins,payment:contactless,payment:electronic_purses,ref,alt_name,construction,disused,public_transport:version,train,colour,toilets:wheelchair,departures_board,shelter,type,short_name,name:fa,comment,old_name,line
28.5460584,77.2515057,,Point,,node/5795235047,,,,,,Nehru Enclave,DMRC,,,,station,subway,,,,Q28172606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.721381,77.2894599,,Point,,node/6049373291,,,,,,Shiv Vihar,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.7024752,77.2861253,,Point,,node/6049373293,,,,,,Gokulpuri,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6920781,77.2796973,,Point,,node/6049373294,,,,,,Maujpur-Babarpur,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q28172749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6826822,77.2748055,,Point,,node/6049373295,,,,,,Jaffrabad,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6723623,77.2770716,,Point,,node/6049373296,,,,,,Welcome (Pink Line),DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6646964,77.284881,,Point,,node/6049373297,,,,,,East Azad Nagar,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6578461,77.2901853,,Point,,node/6049373298,,,,,,Krishna Nagar,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.521168,77.2022237,,Point,,node/6179179025,,,,,,Saket,IN:DMRC:YELLOW,Delhi Metro Rail Corporation Ltd.,,station,station,subway,yes,,,,,ಸಾಕೇತ್,,,,,,,,,,yes,yes,yes,yes,yes,,,,,,,yellow,,,,,,,,,
28.7244312,77.181964,,Point,,node/6196100475,,,,,,Majlis Park,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
28.565871,77.2492973,,Point,,node/6196100477,,,,,,Vinobapuri,DMRC,,,platform,station,subway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6036425,77.2909319,,Point,,node/6196100478,,,,,,Mayur Vihar - I (Pink Line),DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,yes,Q6798106,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,
28.6058619,77.2987023,,Point,,node/6196100479,,,,,,Mayur Vihar Pocket 1,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5887494,77.2572494,,Point,,node/6196100480,,,,,,Sarai Kale Khan - Nizamuddin,DMRC,,,platform,station,subway,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,realtime,yes,,,,,,
28.5724231,77.2585979,,Point,,node/6196100481,,,,,,Ashram,DMRC,,,station,station,subway,yes,,,Q28172734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5785326,77.175741,,Point,,node/6453544485,,,,,,Sir Vishweshwaraiah Moti Bagh,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5702618,77.1878709,,Point,,node/6453544486,,,,,,Bhikaji Cama Place,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5736524,77.2075857,,Point,,node/6453544487,,,,,,INA (Pink Line),DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.56958,77.2385055,,Point,,node/6453544488,,,,,,Lajpat Nagar (Pink Line),DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,,,,,,,لاجبت نغر,,,,,لاجپت نگر,,,,,,,,,,,,,,,,,,,,,
28.5685664,77.2205677,,Point,,node/6453544489,,,,,,South Extension,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6371795,77.1297333,,Point,,node/6453544492,,,,,,Mayapuri,Delhi Metro Rail Corporation,DMRC,,station,station,subway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6511896,77.1242597,,Point,,node/6453992648,,,,,,Rajouri Garden (Pink Line),DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q7286379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6490563,77.1227198,,Point,,node/6453992649,,,,,,Rajouri Garden (Blue Line),DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q7286379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6947146,77.1542607,,Point,,node/6453992650,,,,,,Netaji Subhash Place (Pink Line),DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.705795,77.1819702,,Point,,node/6453992651,,,,,,Azadpur (Pink Line),DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.7070448,77.1803722,,Point,,node/6453992652,,,,,,Azadpur (Yellow Line),DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5741769,77.2093017,,Point,,node/6453992653,,,,,,INA (Yellow Line),DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5705968,77.2364011,,Point,,node/6453992654,,,,,,Lajpat Nagar (Violet Line),DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,,,,,,,لاجبت نغر,,,,,لاجپت نگر,,,,,,,,,,,,,,,,,,,,,
28.6466157,77.3155317,,Point,,node/6454015469,,,,,,Anand Vihar (Pink Line),DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q4751288,,ಆನಂದ್ ವಿಹಾರ್,,,,,,,,,,,,,,,ANVR,,,,,,,,,,,,,,,
28.6483176,77.3055178,,Point,,node/6458130120,,,,,,Karkarduma (Blue Line),DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q6371278,,ಕರ್ಕರ್ದುಮ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6086496,77.1404515,,Point,,node/6458165644,,,,,,Delhi Cantonment,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q28172737,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
28.7019574,77.1654317,,Point,,node/6458202840,,,,,,Shalimar Bagh,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6857668,77.1496094,,Point,,node/6458202841,,,,,,Shakurpur,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.575817,77.1980786,,Point,,node/6458202842,,,,,,Sarojini Nagar,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6727663,77.1392109,,Point,,node/6458202843,,,,,,Punjabi Bagh West,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6243852,77.1364438,,Point,,node/6458202844,,,,,,Naraina Vihar,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6580737,77.1272678,,Point,,node/6458202845,,,,,,ESI Hospital,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q28172735,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
28.6727066,77.1691872,,Point,,node/6465991434,,,,,,Inderlok (Green Line),DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q4207366,en:Inderlok metro station,,,,,,,,,,,,,,,,,Trinagar,,,,,,,,,,,,,,
28.6716045,77.155291,,Point,,node/6465991435,,,,,,Ashok Park Main,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q4207354,en:Ashok Park Main metro station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.672995,77.1461239,,Point,,node/6465991436,,,,,,Punjabi Bagh,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q7141807,en:Punjabi Bagh metro station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6750317,77.1304722,,Point,,node/6465991437,,,,,,Shivaji Park,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q7499286,en:Shivaji Park metro station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6764752,77.1193599,,Point,,node/6465991438,,,,,,Madipur,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q6727807,en:Madipur metro station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6773985,77.1122953,,Point,,node/6465991439,,,,,,Paschim Vihar East,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q20718098,en:Paschim Vihar East metro station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6786514,77.1022255,,Point,,node/6465991440,,,,,,Paschim Vihar West,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q7141809,en:Paschim Vihar West metro station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6798074,77.0926793,,Point,,node/6465991441,,,,,,Peera Garhi,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q7160416,en:Peera Garhi metro station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.681103,77.0808492,,Point,,node/6465991442,,,,,,Udyog Nagar,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q7877393,en:Udyog Nagar metro station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6818775,77.074,,Point,,node/6465991443,,,,,,Surajmal Stadium,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q7645348,en:Surajmal Stadium metro station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6824007,77.0647319,,Point,,node/6465991444,,,,,,Nangloi,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q6963528,en:Nangloi metro station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6822009,77.0562463,,Point,,node/6465991445,,,,,,Nangloi Railway Station,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q6963529,en:Nangloi Railway Station metro station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6823085,77.0439437,,Point,,node/6465991446,,,,,,Rajdhani Park,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q7285915,en:Rajdhani Park metro station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6824341,77.0305741,,Point,,node/6465991447,,,,,,Mundka,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q6935833,en:Mundka metro station,,,,,,,,,,,,,,,,MQC,,,,,,,,,,,,,,,
28.6834491,77.0171333,,Point,,node/6465991448,,,,,,Mundka Industrial Area,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q30591459,en:Mundka Industrial Area metro station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6852384,76.9961591,,Point,,node/6465991449,,,,,,Ghevra Metro Station,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q30591460,en:Ghevra Metro Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6868661,76.9772069,,Point,,node/6465991450,,,,,,Tikri Kalan,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q30591461,en:Tikri Kalan metro station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6880254,76.9640828,,Point,,node/6465991451,,,,,,Tikri Border,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q30591462,en:Tikri Border metro station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5471399,77.1945754,,Point,,node/6485904396,,,,,,IIT Delhi,DMRC,,,station,station,subway,yes,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6206019,77.249551,,Point,,node/6537193575,,,,,,Indraprastha,Delhi Metro,Delhi Metro Rail Corporation,,,station,subway,yes,,,,,ಇಂದ್ರ ಪ್ರಸ್ತ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.623239,77.2678369,,Point,,node/6537193576,,,,,,Yamuna Bank (Blue Line),DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q12525001,en:Yamuna Bank metro station,ಯಮುನಾ ಬ್ಯಾಂಕ್,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5890885,77.3015085,,Point,,node/6537196022,,,,,,New Ashok Nagar,Delhi Metro,Delhi Metro Rail Corporation,,,station,subway,yes,,,Q7005382,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.604064,77.2895398,,Point,,node/6539745133,,,,,,Mayur Vihar - I (Blue Line),DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,yes,Q6798106,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,
28.5922362,77.0407315,,Point,,node/6539894848,,,,,,Dwarka Sector 12,Delhi Metro,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q5317946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6443188,77.1999165,,Point,,node/6539894849,,,,,,Jhandewalan,Delhi Metro,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q6190836,,ಝಾಂಡೆವಾಲನ್,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6392436,77.2085787,,Point,,node/6539894850,,,,,,Ramakrishna Ashram Marg,Delhi Metro,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q7288800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6327062,77.2193123,,Point,,node/6539894851,,,,,,Rajiv Chok,DMRC,,,station,station,subway,yes,,,Q7286183,,ರಾಜೀವ್ ಚೌಕ್,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6297676,77.2250046,,Point,,node/6539894855,,,,,,Barakhambha Road,Delhi Metro,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q4858265,en:Barakhamba Road metro station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6255564,77.2341897,,Point,,node/6539894856,,,,,,Mandi House,DMRC,,,station,station,subway,yes,,,Q6748047,en:Mandi House metro station,ಮಂಡಿ ಹೌಸ್,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6234752,77.2425278,,Point,,node/6539894857,,,,,,Pragati Maidan,Delhi Metro,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q7237614,en:Pragati Maidan metro station,ಪ್ರಗತಿ ಮೈದಾನ್,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5810577,77.0574996,,Point,,node/6539894859,,,,,,Dwarka Sector 10,Delhi Metro,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q5317944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.574272,77.0653316,,Point,,node/6539894860,,,,,,Dwarka Sector 9,Delhi Metro,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q5317951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5656109,77.0670366,,Point,,node/6539894861,,,,,,Dwarka Sector 8,Delhi Metro,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q5317949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5519218,77.0585605,,Point,,node/6539894862,,,,,,Dwarka Sector 21,Delhi Metro,Delhi Metro Rail Corporation,,station,station,subway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6295839,77.078085,,Point,,node/6541854249,,,,,,Janakpuri West,Delhi Metro,Delhi Metro Rail Corporation,,station,station,subway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6248465,77.0652861,,Point,,node/6541854250,,,,,,Uttam Nagar East,Delhi Metro,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q11288933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.621757,77.0557122,,Point,,node/6541854251,,,,,,Uttam Nagar West,Delhi Metro,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q11288937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6202758,77.0450787,,Point,,node/6541854252,,,,,,Nawada,Delhi Metro,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q6982809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.61931,77.0332792,,Point,,node/6541854253,,,,,,Dwarka Mor,Delhi Metro,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q5317939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6158874,77.0224342,,Point,,node/6541854254,,,,,,Dwarka,DMRC,,,,station,subway,,,,,,,,,,,,,,,,,,,,,DWK,,,,,,,,,,,,,,,
28.6149362,77.0227628,,Point,,node/6541854255,,,,,,Dwarka,Delhi Metro,Delhi Metro Rail Corporation,,station,station,subway,yes,,,,,,,,,,,,,,,,,,,,DWK,,,,,,,,,,,,,,,
28.6022218,77.0259765,,Point,,node/6541854256,,,,,,Dwarka Sector 14,Delhi Metro,Delhi Metro Rail Corporation,,station,station,subway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.597009,77.0335407,,Point,,node/6541854257,,,,,,Dwarka Sector 13,Delhi Metro,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q5317947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.7165805,77.1704223,,Point,,node/6547772109,,,,,,Adarsh Nagar,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,public_transport,,,,,
28.7259717,77.162658,,Point,,node/6547772110,,,,,,Jahangirpuri,DMRC,,,station,station,subway,yes,,,Q862598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.633021,77.086757,,Point,,node/6548798518,,,,,,Janakpuri East,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6365482,77.0964961,,Point,,node/6548798519,,,,,,Tilak Nagar,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6404593,77.1051815,,Point,,node/6548798520,,,,,,Subhash Nagar,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6437265,77.11282,,Point,,node/6548798521,,,,,,Tagore Garden,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.7027136,77.1939912,,Point,,node/7018301880,,,,,,Model Town,DMRC,,,station,station,subway,yes,,,Q6888294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5668602,77.2078058,,Point,,node/7018301883,,,,,,All India Institute of Medical Sciences,IN:DMRC:YELLOW,Delhi Metro Rail Corporation Ltd.,,,station,subway,,,,Q4651928,en:AIIMS metro station,ಏಐಐಎಮ್ಎಸ್,,,,,,,,,,yes,yes,yes,yes,yes,,,,,,,,,,,,AIIMS,,,,
28.5580071,77.2067933,,Point,,node/7018316585,,,,,,Green Park,IN:DMRC:YELLOW,Delhi Metro Rail Corporation Ltd.,,,station,subway,,,,,,ಗ್ರೀನ್ ಪಾರ್ಕ್,,,,,,,,,,yes,yes,yes,yes,yes,,,,,,,,,,,,,گرین پارک,,,
28.6768508,77.2250299,,Point,,node/7018316586,,,,,,Civil Lines,DMRC,,,station,station,subway,yes,,,Q5124512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delhi metro,,
28.6863222,77.2217271,,Point,,node/7018316587,,,,,,Vidhan Sabha,DMRC,,,station,station,subway,yes,,,Q11352050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6950369,77.2147192,,Point,,node/7018316588,,,,,,Vishwa Vidyalaya,DMRC,,,station,station,subway,yes,,,Q7936037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5290656,77.2048241,,Point,,node/7018316591,,,,,,Malviya Nagar,IN:DMRC:YELLOW,Delhi Metro Rail Corporation Ltd.,,station,station,subway,yes,,,Q6745134,en:Malviya Nagar metro station,ಮಾಳ್ವಿಯ ನಗರ್,,,,,,,,,,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,
28.5067242,77.1750019,,Point,,node/7018316592,,,,,,Chhatarpur,IN:DMRC:YELLOW,Delhi Metro Rail Corporation Ltd.,,station,station,subway,yes,,yes,,,,,,,,,,,,,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,
28.4991235,77.1613745,,Point,,node/7018711118,,,,,,Sultanpur,IN:DMRC:YELLOW,Delhi Metro Rail Corporation Ltd.,,station,station,subway,yes,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,SLN,,,,,,,,,,,,,,,
28.6584227,77.2303375,,Point,,node/7018886724,,,,,,Chandni Chowk,DMRC,Delhi Metro,,,station,subway,,,,Q5071227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6492649,77.2265153,,Point,,node/7018886725,,,,,,Chawri Bazaar,DMRC,,,,station,subway,,,,Q5088577,en:Chawri Bazar metro station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6229664,77.214031,,Point,,node/7018886726,,,,,,Patel Chok,DMRC,,,,station,subway,,,,Q7144407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6095136,77.211796,,Point,,node/7018886727,,,,,,Udyog Bhavan,DMRC,,,,station,subway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5973513,77.2110967,,Point,,node/7018886728,,,,,,Lok Kalyan Marg,DMRC,,,,station,subway,,,,,,ಲೋಕ್ ಕಲ್ಯಾಣ್,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Course,
28.5865979,77.212534,,Point,,node/7018886729,,,,,,Jor Bagh,DMRC,,,,station,subway,,,,,,ಜೋರ್ ಭಾಗ್,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.512951,77.1864532,,Point,,node/7018886730,,,,,,Qutub Minar,IN:DMRC:YELLOW,Delhi Metro Rail Corporation Ltd.,,,station,subway,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,
28.493751,77.1491866,,Point,,node/7018886731,,,,,,Ghitorni,IN:DMRC:YELLOW,Delhi Metro Rail Corporation Ltd.,,,station,subway,,,,Q271195,en:Delhi Metro,,,,,,,,,,,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,
28.4807352,77.1257622,,Point,,node/7018886732,,,,,,Arjan Garh,IN:DMRC:YELLOW,Delhi Metro Rail Corporation Ltd.,,,station,subway,,,,Q271195,en:Delhi Metro,,,,,,,,,,,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,
28.6131778,76.9982846,,Point,,node/7039532904,,,,,,Najafgarh,DMRC,,,,station,subway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6173003,77.0104375,,Point,,node/7039532905,,,,,,Nangli,DMRC,,,,station,subway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5514171,77.2517386,,Point,,node/7267374894,,,,,,Nehru Place,,,,station,station,subway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5553298,77.2419637,,Point,,node/7267374895,,,,,,Kailash Colony,DMRC,,,station,station,subway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.657483,77.2366607,,Point,,node/7282286730,,,,,,Lal Quila,,Delhi Metro,,,station,subway,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,
28.6022446,77.2291281,,Point,,node/7282286731,,,,,,Khan Market,DMRC,,,,station,subway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5830409,77.2393165,,Point,,node/7282286732,,,,,,Jangpura,DMRC,,,,station,subway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6392174,77.2407795,,Point,,node/7282286733,,,,,,Delhi Gate,Delhi Metro,DMRC,,station,station,subway,yes,,,Q19580569,en:Delhi Gate metro station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Violet Line
28.6327786,77.2196985,,Point,,node/8018558072,,,,,,Rajiv Chowk,DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q7286183,,ರಾಜೀವ್ ಚೌಕ್,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
